gbifID,spCode,FW_avg,HW_avg,references,eventDate,lat,lon,Temp,Prec,elevation,latlon,stateProvince
1586160825,G_lygdamus,12.00892857,9.821428571,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147494,1960-04-03T00:00:00,37.947966,-122.11596,14.6,565,199,37.947966 -122.11596,California
1586160827,G_lygdamus,16.20535714,14.15178571,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147489,1970-05-17T00:00:00,37.300207,-118.15399,7.2,244,2227,37.300207 -118.15399,California
1586160828,G_lygdamus,15.30973451,13.14159292,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147470,1972-03-18T00:00:00,36.488852,-121.17404,14,463,400,36.488852 -121.17404,California
1586160829,G_lygdamus,14.375,11.78571429,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147488,1970-05-17T00:00:00,37.300207,-118.15399,7.2,244,2227,37.300207 -118.15399,California
1586160830,G_lygdamus,14.95535714,11.875,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147499,1960-04-03T00:00:00,37.947966,-122.11596,14.6,565,199,37.947966 -122.11596,California
1586160831,G_lygdamus,15.22321429,11.91964286,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147495,1960-04-03T00:00:00,37.947966,-122.11596,14.6,565,199,37.947966 -122.11596,California
1586160832,G_lygdamus,15.49107143,13.16964286,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147471,1972-03-18T00:00:00,36.488852,-121.17404,14,463,400,36.488852 -121.17404,California
1586160833,G_lygdamus,14.15178571,11.69642857,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147584,1979-04-30T00:00:00,39.465386,-76.368849,12.4,1140,115,39.465386 -76.368849,Maryland
1586160834,G_lygdamus,12.67857143,10.71428571,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147600,1977-04-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160835,G_lygdamus,12.90178571,10.80357143,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147587,1977-04-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160836,G_lygdamus,14.59821429,12.36607143,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147492,1970-05-17T00:00:00,37.205934,-118.23808,13.2,159,1334,37.205934 -118.23808,California
1586160837,G_lygdamus,13.97321429,12.14285714,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147585,1977-04-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160838,G_lygdamus,13.48214286,11.78571429,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147599,1977-04-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160840,G_lygdamus,14.67592593,12.22222222,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147578,1975-05-24T00:00:00,53.633333,-113.63333,2.7,468,662,53.633333 -113.63333,Alberta
1586160841,G_lygdamus,15.37037037,12.5,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147569,1973-04-16T00:00:00,36.436148,-121.71205,12.8,656,181,36.436148 -121.71205,California
1586160842,G_lygdamus,14.90740741,11.94444444,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147562,1976-03-20T00:00:00,38.913872,-120.73863,13.5,1338,875,38.913872 -120.73863,California
1586160843,G_lygdamus,15.50925926,12.96296296,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147469,1972-03-18T00:00:00,36.488852,-121.17404,14,463,400,36.488852 -121.17404,California
1586160844,G_lygdamus,15.83333333,13.05555556,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147581,1973-05-29T00:00:00,46.598726,-113.00716,4.8,298,1251,46.598726 -113.00716,Montana
1586160846,G_lygdamus,16.94444444,13.84259259,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147510,1977-07-04T00:00:00,36.244,-117.2414,16.7,119,857,36.244 -117.2414,California
1586160849,G_lygdamus,14.25925926,11.2037037,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147567,1973-04-16T00:00:00,36.436148,-121.71205,12.8,656,181,36.436148 -121.71205,California
1586160851,G_lygdamus,15.69444444,12.5,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147505,1978-04-09T00:00:00,38.937556,-121.02421,15.3,918,237,38.937556 -121.02421,California
1586160853,G_lygdamus,15.23148148,12.68518519,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147491,1970-05-17T00:00:00,37.205934,-118.23808,13.2,159,1334,37.205934 -118.23808,California
1586160854,G_lygdamus,15.74074074,13.14814815,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147500,1960-04-03T00:00:00,37.947966,-122.11596,14.6,565,199,37.947966 -122.11596,California
